SK_ID_CURR,TARGET
100001,0.28918411841582675
100005,0.5972983205193385
100013,0.17894900817563406
100028,0.25494950475872824
100038,0.5824050832165465
100042,0.3841811976833242
100057,0.1495385961959872
100065,0.3481757064242461
100066,0.09510261452193948
100067,0.43484301838584694
100074,0.45676752231258905
100090,0.16243386560212045
100091,0.5937921578833508
100092,0.47325402617573537
100106,0.4989618777265591
100107,0.6285696801189826
100109,0.4290639359376575
100117,0.17466864726767345
100128,0.5763613634721608
100141,0.26313980086331573
100150,0.22479400009173345
100168,0.06772656500128685
100169,0.2908728662622641
100170,0.44696711533228234
100171,0.31689487197961597
100172,0.5982090807401436
100184,0.3784338574677756
100187,0.30632453360130363
100212,0.31657662159927036
100222,0.3601195571071351
100223,0.12229965349047399
100232,0.08395309999085869
100241,0.7238263351439059
100245,0.1434708567447152
100253,0.2085537297947435
100256,0.37046793989795057
100271,0.05385458530607482
100278,0.74543724077519
100280,0.10448763877574367
100306,0.7245505515237719
100311,0.6417973148821627
100312,0.12352353125312918
100330,0.7644530473223223
100331,0.26846233856075424
100352,0.5530880635723645
100358,0.3776738826927062
100367,0.2526619424140406
100382,0.6569910787508211
100384,0.6290425454069271
100385,0.42423940935988014
100386,0.4951819422594346
100399,0.3105589411585107
100404,0.31690195663112075
100416,0.16064446514303196
100422,0.527555829877591
100426,0.10407782571086019
100438,0.29815056487264885
100444,0.6690035605928534
100445,0.7121409063847634
100446,0.5343507328949564
100447,0.16425987152136914
100450,0.42735988001192565
100466,0.1328570727598763
100483,0.16428199872258858
100484,0.13585338364859226
100494,0.3057959103120376
100510,0.5985475992510594
100512,0.08544769088274103
100517,0.3684443587088387
100548,0.21685414301850686
100551,0.22663757271511087
100552,0.39222918767921106
100553,0.11977978113267293
100561,0.6850353949010369
100568,0.8549237762772932
100569,0.17821324382742917
100591,0.40633226194858885
100592,0.20980054277994653
100602,0.4394468060858254
100607,0.3581803871296305
100613,0.4075661345859148
100617,0.6568386989098034
100618,0.4961958022497559
100622,0.25953319020047044
100625,0.6304073614135072
100677,0.7206545931580843
100699,0.28833556772999525
100702,0.8390355508240925
100711,0.3427943093048565
100729,0.6227949867427572
100740,0.714787405912708
100744,0.5260505927452316
100745,0.41468406576556793
100747,0.4954454152458437
100751,0.8875609371073332
100752,0.26000334792872515
100753,0.7923330292307652
100754,0.757487437827942
100760,0.5105734694630768
100762,0.5234064941170204
100763,0.31773895246553135
100765,0.09883213397730782
100770,0.4078627601889854
100772,0.2699231282386587
100777,0.20235084571961132
100791,0.1807317959359433
100792,0.08881672225414027
100797,0.22345735497003374
100823,0.3259853739156903
100826,0.21101443494269798
100830,0.44232070880690294
100836,0.7895197455108169
100872,0.4443206619667304
100910,0.2520598980315322
100913,0.5202035054472073
100918,0.21821517881744806
100931,0.07402461238256239
100952,0.3029138227843541
100953,0.22430850769085545
100965,0.681824732638438
100970,0.18474495056865825
100982,0.7132940555015641
100983,0.7921420369668088
100984,0.3042504027733365
100987,0.41915626061673333
100997,0.41845877917702795
100998,0.6469366757844676
101002,0.39060707360920144
101005,0.659167395608975
101008,0.7706531661982217
101020,0.40158499947390386
101021,0.4161414602070823
101024,0.392511311490055
101025,0.6035077364411477
101026,0.2930780706725746
101031,0.12400655794732864
101041,0.10248767657344801
101051,0.12356419074045927
101055,0.4635457108073627
101056,0.6616751506873064
101057,0.2803924870726576
101064,0.14939721448704912
101079,0.5611906770365771
101087,0.18218902903432285
101090,0.34126218846082546
101092,0.4271164510902101
101097,0.6503628261128823
101099,0.11377718604601675
101107,0.5086253291568406
101118,0.43936346369932255
101125,0.3808897953691782
101126,0.10235214926611241
101128,0.14452196543176185
101136,0.6970007162774742
101140,0.7424917524924556
101149,0.5506824266630413
101160,0.48273258662709984
101169,0.697457200863074
101181,0.23110125532582
101186,0.08195621381347296
101190,0.49010359159553646
101193,0.4467602244401593
101194,0.6262107805155998
101198,0.7115289283577216
101200,0.2591829412207096
101204,0.16321071704797194
101211,0.2597304526781326
101213,0.40032262980111993
101223,0.24493476778005163
101225,0.5727037503026543
101237,0.3987500338252271
101243,0.4812765832544219
101244,0.4924153198640755
101258,0.15578605522927697
101259,0.6583140751431885
101268,0.6895070162168102
101269,0.17450541206625234
101271,0.6138182708431903
101279,0.25406171345642536
101281,0.5873368691291462
101287,0.2651550166030445
